rodada,posicao_ebt,nota,dt_inicio_avaliacao,dt_fim_avaliacao,uf,municipio,cod_ibge,populacao,normativo_lai,dt_normativo_lai,respondeu_pergunta_2,respondeu_pergunta_3,respondeu_pergunta_4,pontos_resposta_perguntas,pontos_transp_passiva,total_pontos,nota_1
2,799,0,28/07/2015,17/08/2015,SE,Porto da Folha,2805604,28366,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,28/07/2015,20/08/2015,SE,Itaporanga d'Ajuda,2803203,32911,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,28/07/2015,20/08/2015,SE,Japaratuba,2803302,18098,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,28/07/2015,16/10/2015,SE,Nossa Senhora Aparecida,2804458,8809,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,28/07/2015,20/08/2015,SE,Malhador,2803906,12550,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,07/08/2015,17/08/2015,SE,Capela,2801306,33024,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,18/08/2015,10/11/2015,SE,Carira,2801405,21299,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,31/07/2015,16/10/2015,SE,Cristinápolis,2801702,17726,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,28/07/2015,20/08/2015,SE,General Maynard,2802502,3188,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,04/08/2015,18/08/2015,SE,Feira Nova,2802205,5551,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,31/07/2015,16/10/2015,SE,Frei Paulo,2802304,14890,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,29/07/2015,17/08/2015,MG,Santa Rita de Jacutinga,3159308,5077,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,29/07/2015,17/08/2015,MG,Santa Rita de Ibitipoca,3159407,3611,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,29/07/2015,16/10/2015,MG,Santo Antônio do Grama,3160108,4120,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,29/07/2015,17/08/2015,MG,São Domingos das Dores,3160959,5642,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,01/08/2015,05/11/2015,MG,São Domingos do Prata,3161007,17805,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,05/08/2015,19/08/2015,MG,Olaria,3145406,1935,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,05/08/2015,19/08/2015,MG,Olhos-d'Água,3145455,5735,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,06/08/2015,19/08/2015,MG,Paiva,3146602,1587,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,05/08/2015,19/08/2015,MG,Munhoz,3143807,6327,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,05/08/2015,03/11/2015,MG,Muriaé,3143906,106576,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,05/08/2015,19/08/2015,MG,Monte Sião,3143401,22794,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,29/07/2015,17/08/2015,MG,São João Batista do Glória,3162203,7292,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,29/07/2015,17/08/2015,MG,São João do Oriente,3162609,7925,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,29/07/2015,17/08/2015,MG,São José da Lapa,3162955,21905,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,29/07/2015,06/11/2015,MG,São Tiago,3165008,10986,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,29/07/2015,16/10/2015,MG,Silveirânia,3167301,2277,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,29/07/2015,18/08/2015,MG,Silvianópolis,3167400,6266,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,29/07/2015,18/08/2015,MG,Serra Azul de Minas,3166501,4358,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,29/07/2015,18/08/2015,MG,Serra do Salitre,3166808,11236,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,29/07/2015,06/11/2015,MG,São Vicente de Minas,3165305,7487,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,01/08/2015,05/11/2015,MG,Sarzedo,3165537,29270,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,04/08/2015,16/10/2015,MG,Mata Verde,3140555,8363,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,05/08/2015,18/08/2015,MG,Matias Barbosa,3140803,14196,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,05/08/2015,18/08/2015,MG,Minas Novas,3141801,31864,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,05/08/2015,18/08/2015,MG,Moeda,3142304,4903,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,05/08/2015,18/08/2015,MG,Monjolos,3142502,2365,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,05/08/2015,18/08/2015,MG,Montalvânia,3142700,15875,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,06/08/2015,18/08/2015,MG,Liberdade,3138500,5373,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,04/08/2015,18/08/2015,MG,Ibitiúra de Minas,3129905,3512,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,04/08/2015,18/08/2015,MG,Igaratinga,3130200,10144,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,04/08/2015,18/08/2015,MG,Ijaci,3130408,6288,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,04/08/2015,18/08/2015,MG,Inimutaba,3131109,7349,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,04/08/2015,18/08/2015,MG,Januária,3135209,68065,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,04/08/2015,18/08/2015,MG,Jesuânia,3135902,4899,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,04/08/2015,18/08/2015,MG,Joaquim Felício,3136405,4573,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,04/08/2015,18/08/2015,MG,José Gonçalves de Minas,3136520,4650,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,04/08/2015,18/08/2015,MG,Lagoa da Prata,3137205,49654,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,05/08/2015,19/08/2015,MG,Pimenta,3150505,8619,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,05/08/2015,19/08/2015,MG,Pintópolis,3150570,7516,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,05/08/2015,19/08/2015,MG,Pompéu,3152006,30943,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,05/08/2015,19/08/2015,MG,Porteirinha,3152204,38709,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,05/08/2015,19/08/2015,MG,Pratápolis,3152907,8952,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,28/07/2015,06/11/2015,MG,Queluzito,3153806,1940,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,01/08/2015,05/11/2015,MG,Resplendor,3154309,17653,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,28/07/2015,17/08/2015,MG,Ressaquinha,3154408,4820,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,28/07/2015,17/08/2015,MG,Rio do Prado,3155108,5324,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,28/07/2015,17/08/2015,MG,Rio Espera,3155207,5986,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,28/07/2015,17/08/2015,MG,Rio Novo,3155405,9032,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,28/07/2015,17/08/2015,MG,Rio Preto,3155900,5502,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,28/07/2015,17/08/2015,MG,Romaria,3156403,3664,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,29/07/2015,17/08/2015,MG,Sacramento,3156908,25432,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,29/07/2015,16/10/2015,MG,Santa Cruz de Minas,3157336,8365,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,01/08/2015,05/11/2015,MG,Santana do Manhuaçu,3158904,8839,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,03/08/2015,18/08/2015,MG,Arinos,3104502,18210,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,03/08/2015,18/08/2015,MG,Baependi,3104908,19117,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,03/08/2015,18/08/2015,MG,Bambuí,3105103,23759,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,31/07/2015,18/08/2015,MG,Albertina,3101409,3025,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,01/08/2015,01/10/2015,BA,Sobradinho,2930774,23511,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,02/08/2015,18/08/2015,BA,Umburanas,2932457,18851,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,06/08/2015,18/08/2015,BA,Várzea do Poço,2933109,9364,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,31/07/2015,18/08/2015,MG,Alvinópolis,3102308,15630,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,03/08/2015,18/08/2015,MG,Amparo do Serra,3102506,4997,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,03/08/2015,18/08/2015,MG,Bicas,3106903,14342,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,03/08/2015,18/08/2015,MG,Bom Jesus da Penha,3107604,4121,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,03/08/2015,19/08/2015,MG,Borda da Mata,3108305,18481,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,03/08/2015,19/08/2015,MG,Cachoeira Dourada,3109808,2645,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,03/08/2015,19/08/2015,MG,Canaã,3111705,4721,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,03/08/2015,19/08/2015,MG,Caparaó,3112109,5435,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,03/08/2015,19/08/2015,MG,Caranaíba,3113107,3330,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,03/08/2015,19/08/2015,MG,Carmo da Cachoeira,3113909,12276,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,03/08/2015,19/08/2015,MG,Carmo do Rio Claro,3114402,21273,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,05/08/2015,20/08/2015,MG,Conceição da Barra de Minas,3115201,4055,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,03/08/2015,18/08/2015,MG,Felixlândia,3125705,14973,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,05/08/2015,18/08/2015,MG,Ferros,3125903,10707,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,03/08/2015,18/08/2015,MG,Formiga,3126109,67833,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,05/08/2015,18/08/2015,MG,Fortaleza de Minas,3126307,4330,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,03/08/2015,18/08/2015,MG,Francisco Dumont,3126604,5130,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,03/08/2015,18/08/2015,MG,Fronteira dos Vales,3127057,4765,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,03/08/2015,18/08/2015,MG,Funilândia,3127206,4153,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,03/08/2015,18/08/2015,MG,Gameleiras,3127339,5259,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,03/08/2015,18/08/2015,MG,Goiabeira,3127370,3253,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,03/08/2015,18/08/2015,MG,Goianá,3127388,3876,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,31/07/2015,04/11/2015,MG,Guarará,3128501,3977,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,03/08/2015,18/08/2015,MG,Guidoval,3128808,7341,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,04/08/2015,18/08/2015,MG,Guiricema,3129004,8805,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,04/08/2015,02/10/2015,MG,Chapada do Norte,3116100,15648,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,04/08/2015,19/08/2015,MG,Claro dos Poções,3116506,7885,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,05/08/2015,20/08/2015,MG,Comendador Gomes,3116902,3105,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,05/08/2015,20/08/2015,MG,Comercinho,3117009,7962,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,05/08/2015,20/08/2015,MG,Conceição dos Ouros,3117801,11151,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,05/08/2015,20/08/2015,MG,Coromandel,3119302,28428,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,05/08/2015,20/08/2015,MG,Coronel Pacheco,3119609,3101,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,05/08/2015,20/08/2015,MG,Couto de Magalhães de Minas,3120102,4395,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,27/07/2015,18/08/2015,MG,Descoberto,3121308,4989,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,03/08/2015,18/08/2015,MG,Dores de Guanhães,3123106,5335,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,03/08/2015,18/08/2015,MG,Durandé,3123528,7783,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,03/08/2015,18/08/2015,MG,Engenheiro Navarro,3123809,7353,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,07/08/2015,19/08/2015,RN,Lucrécia,2406908,3897,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,07/08/2015,19/08/2015,RN,Montanhas,2407708,11608,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,07/08/2015,19/08/2015,RN,Mossoró,2408003,284288,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,07/08/2015,08/09/2015,RN,Grossos,2404408,10099,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,07/08/2015,08/09/2015,RN,Jandaíra,2405108,6875,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,07/08/2015,19/08/2015,RN,Jardim de Piranhas,2405603,14476,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,07/08/2015,08/09/2015,RN,José da Penha,2406007,6049,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,07/08/2015,19/08/2015,RN,Jucurutu,2406106,18409,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,07/08/2015,08/09/2015,RN,Jundiá,2406155,3821,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,07/08/2015,19/08/2015,RN,Lagoa de Velhos,2406403,2762,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,04/08/2015,21/08/2015,CE,Umirim,2313757,19437,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,05/08/2015,19/08/2015,CE,Quixeramobim,2311405,76386,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,30/07/2015,20/08/2015,RN,Acari,2400109,11349,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,30/07/2015,20/08/2015,RN,Angicos,2400802,11906,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,30/07/2015,20/08/2015,RN,Arês,2401206,13905,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,30/07/2015,20/08/2015,RN,Bento Fernandes,2401602,5422,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,06/08/2015,08/09/2015,RN,Espírito Santo,2403509,10739,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,06/08/2015,18/08/2015,RN,Brejinho,2401800,12399,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,06/08/2015,04/09/2015,RN,Campo Redondo,2402105,10974,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,06/08/2015,08/09/2015,RN,Caraúbas,2402303,21750,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,06/08/2015,18/08/2015,RN,Currais Novos,2403103,44710,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,07/08/2015,08/09/2015,RN,Upanema,2414605,12853,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,07/08/2015,20/08/2015,RN,Vera Cruz,2414803,11832,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,07/08/2015,20/08/2015,RN,Viçosa,2414902,1705,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,07/08/2015,08/09/2015,RN,São José do Campestre,2412302,12896,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,07/08/2015,20/08/2015,RN,São Miguel,2412500,23100,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,07/08/2015,20/08/2015,RN,São Miguel do Gostoso,2412559,9333,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,07/08/2015,20/08/2015,RN,São Pedro,2412708,6255,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,07/08/2015,20/08/2015,RN,Senador Elói de Souza,2413102,6034,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,07/08/2015,08/09/2015,RN,Serra de São Bento,2413300,5890,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,07/08/2015,20/08/2015,RN,Serra do Mel,2413359,11336,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
2,799,0,07/08/2015,20/08/2015,RN,Severiano Melo,2413607,4278,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,0,0,0
