rodada,posicao_ebt,nota,dt_inicio_avaliacao,dt_fim_avaliacao,uf,municipio,cod_ibge,populacao,normativo_lai,dt_normativo_lai,respondeu_pergunta_2,respondeu_pergunta_3,respondeu_pergunta_4,pontos_resposta_perguntas,pontos_transp_passiva,total_pontos,nota_1
2,234,4.86,04/08/2015,10/09/2015,RS,Paraí,4314001,7257,Lei n° 2933/2013 e Decreto n° 23/2013,09/04/2013,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1000,1750,4.86
2,234,4.86,29/07/2015,06/11/2015,RS,Muçum,4312609,4980,3371,27/03/2013,SEM E-SIC,SIM,SEM E-SIC,400,1100,1750,4.86
2,234,4.86,31/07/2015,15/09/2015,MS,Sidrolândia,5007901,49712,1687,21/08/2014,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1100,1750,4.86
2,234,4.86,05/08/2015,19/08/2015,MT,Nova Olímpia,5106232,18704,979/2013,15/03/2013,SEM E-SIC,SIM,SEM E-SIC,200,1000,1750,4.86
2,234,4.86,29/07/2015,19/08/2015,MT,Sorriso,5107925,77735,2199,27/05/2013,SEM E-SIC,SIM,SEM E-SIC,200,1000,1750,4.86
2,247,4.72,29/07/2015,03/11/2015,PA,Belém,1501402,1432844,Lei Ordinária N.º 8912,18/04/2012,NAO,NAO,SEM E-SIC,0,1250,1700,4.72
2,247,4.72,03/08/2015,15/09/2015,SP,Santa Gertrudes,3546702,24272,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SIM,SEM E-SIC,400,1700,1700,4.72
2,247,4.72,27/07/2015,19/08/2015,SP,Iracemápolis,3521408,22191,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SIM,SEM E-SIC,400,1700,1700,4.72
2,247,4.72,01/08/2015,06/11/2015,SP,Holambra,3519055,13046,NÃO LOCALIZADO,NÃO LOCALIZADO,SIM,SIM,SIM,1000,1700,1700,4.72
2,247,4.72,05/08/2015,14/10/2015,SP,Guaratinguetá,3518404,118378,7.832,26/03/2014,SEM E-SIC,SIM,SIM,700,1550,1700,4.72
2,247,4.72,03/08/2015,15/10/2015,ES,Jerônimo Monteiro,3203106,11792,1479,19/06/2013,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,900,1700,4.72
2,247,4.72,31/07/2015,18/08/2015,BA,Serrolândia,2930600,13308,NÃO LOCALIZADO,NÃO LOCALIZADO,SIM,SIM,SEM E-SIC,400,1700,1700,4.72
2,247,4.72,29/07/2015,17/08/2015,MG,São Gonçalo do Rio Abaixo,3161908,10488,NÃO LOCALIZADO,NÃO LOCALIZADO,SIM,SEM E-SIC,SEM E-SIC,400,1700,1700,4.72
2,247,4.72,05/08/2015,19/08/2015,MG,Periquito,3149952,7126,NÃO LOCALIZADO,NÃO LOCALIZADO,SIM,SIM,NAO,700,1700,1700,4.72
2,256,4.58,06/08/2015,19/08/2015,BA,Feira de Santana,2910800,612000,8.599,16/05/2012,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,900,1650,4.58
2,256,4.58,27/07/2015,02/02/2016,SE,Nossa Senhora das Dores,2804607,26042,148,NÃO LOCALIZADO,SEM E-SIC,SIM,SEM E-SIC,200,900,1650,4.58
2,256,4.58,28/07/2015,03/11/2015,PA,Ananindeua,1500800,499776,2593,04/10/2012,SEM E-SIC,SEM E-SIC,SIM,200,1000,1650,4.58
2,256,4.58,28/07/2015,15/09/2015,PB,Tacima,2516409,10745,175/2015,17/03/2015,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,900,1650,4.58
2,256,4.58,30/07/2015,16/09/2015,MS,Pedro Gomes,5006408,7850,1197,02/09/2014,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,900,1650,4.58
2,256,4.58,30/07/2015,17/08/2015,RS,Nicolau Vergueiro,4312674,1760,902/2013,28/05/2013,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,900,1650,4.58
2,256,4.58,30/07/2015,09/09/2015,RS,Nonoai,4312708,12321,39,27/06/2014,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,900,1650,4.58
2,256,4.58,30/07/2015,10/09/2015,RS,Redentora,4315404,10938,1886/2012,12/06/2012,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,900,1650,4.58
2,256,4.58,29/07/2015,18/08/2015,RS,Três Palmeiras,4321857,4478,1502/2013,12/06/2013,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,900,1650,4.58
2,265,4.44,29/07/2015,17/08/2015,MT,Chapada dos Guimarães,5103007,18548,NÃO LOCALIZADO,NÃO LOCALIZADO,NAO,SIM,SIM,400,1600,1600,4.44
2,265,4.44,30/07/2015,10/09/2015,SC,Alfredo Wagner,4200705,9794,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SIM,SIM,400,1600,1600,4.44
2,265,4.44,28/07/2015,05/11/2015,RS,Esteio,4307708,83846,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SIM,400,1600,1600,4.44
2,265,4.44,27/07/2015,19/08/2015,SC,Santo Amaro da Imperatriz,4215703,21572,2.289/2013,05/06/2013,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,700,1600,4.44
2,265,4.44,27/07/2015,27/08/2015,PB,Santa Cecília,2513158,6596,173/2014,10/09/2014,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,700,1600,4.44
2,265,4.44,05/08/2015,09/10/2015,RR,Boa Vista,1400100,314900,DECRETO Nº 204/E,22/11/2013,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,700,1600,4.44
2,265,4.44,30/07/2015,05/11/2015,BA,Nova Ibiá,2922755,7063,1062,13/07/2015,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,700,1600,4.44
2,265,4.44,03/08/2015,18/08/2015,MG,Galiléia,3127305,7076,NÃO LOCALIZADO,NÃO LOCALIZADO,NAO,SIM,SIM,400,1600,1600,4.44
2,265,4.44,03/08/2015,19/08/2015,MG,Caeté,3110004,43395,NÃO LOCALIZADO,NÃO LOCALIZADO,SIM,SIM,NAO,700,1600,1600,4.44
2,265,4.44,07/08/2015,18/08/2015,SP,Paranapanema,3535804,19164,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SIM,400,1600,1600,4.44
2,275,4.31,03/08/2015,20/08/2015,SP,Ribeirão Bonito,3542909,12831,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SIM,SIM,700,1550,1550,4.31
2,275,4.31,05/08/2015,17/08/2015,SP,Cunha,3513603,22167,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SIM,SIM,700,1550,1550,4.31
2,275,4.31,28/07/2015,15/09/2015,PB,São João do Cariri,2514008,4337,5A/2014,04/06/2014,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,900,1550,4.31
2,275,4.31,20/08/2015,09/11/2015,PB,Sertãozinho,2515930,4811,22/2013,12/11/2013,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,800,1550,4.31
2,275,4.31,29/07/2015,20/08/2015,PE,Sanharó,2612406,24556,153,17/04/2013,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1000,1550,4.31
2,275,4.31,07/08/2015,18/08/2015,PB,Alagoa Grande,2500304,28689,1103,20/06/2011,SIM,SIM,SEM E-SIC,400,1100,1550,4.31
2,275,4.31,27/07/2015,06/11/2015,CE,Carnaubal,2303402,17374,"2305001/2013, de 23 de maio de 2013",31/05/2013,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1200,1550,4.31
2,275,4.31,30/07/2015,19/08/2015,CE,Crateús,2304103,74188,NÃO LOCALIZADO,NÃO LOCALIZADO,SIM,SIM,SEM E-SIC,700,1550,1550,4.31
2,275,4.31,30/07/2015,19/08/2015,MS,Camapuã,5002605,13751,2.934,19/05/2014,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,900,1550,4.31
2,275,4.31,31/07/2015,21/08/2015,MS,Guia Lopes da Laguna,5004106,10211,26,25/02/2014,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,800,1550,4.31
2,275,4.31,29/07/2015,18/08/2015,RS,Vila Lângaro,4323358,2197,1675/14,24/03/2014,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,800,1550,4.31
2,275,4.31,04/08/2015,09/09/2015,RS,Nova Roma do Sul,4313359,3543,LEI MUNICIPAL Nº 1.260/2014 e DECRETO Nº 1.248/2014,18/07/2014,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,800,1550,4.31
2,287,4.17,31/07/2015,21/08/2015,MS,Iguatemi,5004304,15534,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SIM,SEM E-SIC,400,1500,1500,4.17
2,287,4.17,28/07/2015,05/11/2015,SC,Blumenau,4202404,334002,10586,12/03/2015,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,700,1500,4.17
2,287,4.17,29/07/2015,21/08/2015,PE,Bom Jardim,2602209,38871,954/2014,07/04/2014,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,700,1500,4.17
2,287,4.17,31/07/2015,16/09/2015,PE,Paranatama,2610301,11449,129/2014,29/11/2014,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,700,1500,4.17
2,287,4.17,28/07/2015,24/08/2015,AM,Parintins,1303403,110411,NÃO LOCALIZADO,NÃO LOCALIZADO,NAO,SIM,SIM,700,1500,1500,4.17
2,287,4.17,03/08/2015,15/09/2015,SP,Cerqueira César,3511409,18909,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SIM,SIM,400,1500,1500,4.17
2,293,04.03,02/08/2015,03/11/2015,RO,Ji-Paraná,1100122,129242,NÃO LOCALIZADO,NÃO LOCALIZADO,SIM,SIM,SEM E-SIC,400,1450,1450,04.03
2,293,04.03,03/08/2015,14/10/2015,PE,Santa Maria da Boa Vista,2612604,41103,77,29/10/2013,SIM,SEM E-SIC,SIM,400,1300,1450,04.03
2,293,04.03,05/08/2015,19/08/2015,CE,Paraipaba,2310258,31705,NÃO LOCALIZADO,NÃO LOCALIZADO,SIM,SIM,SEM E-SIC,400,1450,1450,04.03
2,293,04.03,29/07/2015,09/09/2015,RS,Guaporé,4309407,24331,4823,10/07/2012,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,800,1450,04.03
2,293,04.03,30/07/2015,09/09/2015,RS,Nova Petrópolis,4313201,20275,178,29/08/2014,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,700,1450,04.03
2,293,04.03,29/07/2015,17/08/2015,MT,Santo Antônio do Leste,5107792,4435,460,20/12/2013,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,700,1450,04.03
2,293,04.03,30/07/2015,19/08/2015,MT,Tapurah,5108006,11950,1016,19/03/2014,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,700,1450,04.03
2,293,04.03,20/08/2015,10/11/2015,GO,Santa Helena de Goiás,5219308,38188,2796,19/06/2015,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,800,1450,04.03
2,301,3.89,03/08/2015,21/08/2015,GO,Carmo do Rio Verde,5205000,9571,NÃO LOCALIZADO,NÃO LOCALIZADO,SIM,SIM,SEM E-SIC,700,1400,1400,3.89
2,301,3.89,07/08/2015,17/08/2015,RS,Cândido Godói,4304309,6631,"DECRETO Nº 036/2014, DE 08 DE JULHO DE 2014.",08/07/2014,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,500,1400,3.89
2,301,3.89,27/07/2015,19/08/2015,SC,São José,4216602,228561,37065/2012,08/08/2012,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,500,1400,3.89
2,301,3.89,30/07/2015,14/09/2015,SC,Orleans,4211702,22311,3.510/2013,03/04/2013,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,500,1400,3.89
2,301,3.89,31/07/2015,16/10/2015,SC,Paraíso,4212239,3838,1341/2013,26/12/2013,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,500,1400,3.89
2,301,3.89,04/08/2015,18/08/2015,PB,Alhandra,2500601,19057,87,03/03/2015,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,500,1400,3.89
2,301,3.89,28/07/2015,15/09/2015,PB,Tenório,2516755,2981,011/2013,20/06/2013,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,500,1400,3.89
2,301,3.89,29/07/2015,06/11/2015,AM,Manaus,1302603,2020301,1882,31/08/2012,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,500,1400,3.89
2,301,3.89,31/07/2015,24/08/2015,AM,Guajará,1301654,15561,NÃO LOCALIZADO,NÃO LOCALIZADO,SIM,SIM,NAO,700,1400,1400,3.89
2,301,3.89,03/08/2015,27/10/2015,SP,Itaporanga,3522802,15090,NÃO LOCALIZADO,NÃO LOCALIZADO,SIM,SEM E-SIC,SEM E-SIC,200,1400,1400,3.89
2,301,3.89,31/07/2015,16/09/2015,PR,Rebouças,4121505,14812,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,200,1400,1400,3.89
2,301,3.89,03/08/2015,19/08/2015,MG,Campo Florido,3111408,7562,NÃO LOCALIZADO,NÃO LOCALIZADO,NAO,SIM,SIM,700,1400,1400,3.89
2,301,3.89,07/08/2015,10/09/2015,AL,Maceió,2704302,1005319,8.052/2015,10/04/2015,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,500,1400,3.89
2,314,3.75,06/08/2015,19/08/2015,RJ,Sumidouro,3305703,15099,1.113,22/05/2015,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,700,1350,3.75
2,314,3.75,28/07/2015,19/08/2015,PB,São José do Brejo do Cruz,2514651,1767,265/2015,17/06/2015,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,700,1350,3.75
2,314,3.75,03/08/2015,06/11/2015,PI,Teresina,2211001,840600,14605,19/12/2014,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,700,1350,3.75
2,314,3.75,29/07/2015,17/08/2015,MT,Conquista D'Oeste,5103361,3673,418/2012,21/06/2013,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,700,1350,3.75
2,318,3.61,30/07/2015,18/08/2015,SC,Criciúma,4204608,204667,NÃO LOCALIZADO,NÃO LOCALIZADO,SIM,SIM,SEM E-SIC,400,1300,1300,3.61
2,318,3.61,17/08/2015,10/11/2015,MT,Vale de São Domingos,5108352,3045,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SIM,SIM,400,1300,1300,3.61
2,318,3.61,29/07/2015,19/08/2015,MT,Rosário Oeste,5107701,17275,NÃO LOCALIZADO,NÃO LOCALIZADO,SIM,SEM E-SIC,SEM E-SIC,400,1300,1300,3.61
2,318,3.61,31/07/2015,13/10/2015,GO,Flores de Goiás,5207907,13988,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SIM,SIM,400,1300,1300,3.61
2,318,3.61,03/08/2015,04/11/2015,PB,Santa Inês,2513356,3593,10.087,11/10/2013,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,500,1300,3.61
2,318,3.61,03/08/2015,04/11/2015,PB,São Bento,2513901,33065,869,01/07/2014,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,500,1300,3.61
2,318,3.61,05/08/2015,27/10/2015,TO,Itaporã do Tocantins,1711100,2482,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SIM,SEM E-SIC,400,1300,1300,3.61
2,318,3.61,04/08/2015,04/11/2015,PR,Francisco Beltrão,4108403,85486,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SIM,SEM E-SIC,200,1300,1300,3.61
2,318,3.61,30/07/2015,22/09/2015,PR,Imbituva,4110102,30713,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SIM,SEM E-SIC,200,1300,1300,3.61
2,318,3.61,02/08/2015,18/08/2015,BA,São Desidério,2928901,32078,36,13/10/2012,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,400,1300,3.61
2,328,3.47,28/07/2015,15/09/2015,PB,Serra da Raiz,2515609,3172,05/2012,30/05/2012,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,600,1250,3.47
2,328,3.47,05/08/2015,19/10/2015,PE,Sertânia,2614105,35207,1466,31/10/2012,SEM E-SIC,SEM E-SIC,SIM,200,700,1250,3.47
2,328,3.47,05/08/2015,19/08/2015,MT,Paranatinga,5106307,20703,1002,18/06/2013,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,700,1250,3.47
2,328,3.47,29/07/2015,16/10/2015,MT,Castanheira,5102850,8379,737,26/11/2013,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,500,1250,3.47
2,328,3.47,28/07/2015,16/09/2015,MT,Campinápolis,5102603,14971,1068,26/12/2013,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,500,1250,3.47
2,328,3.47,28/07/2015,15/09/2015,MT,Porto dos Gaúchos,5106802,5361,564,25/06/2015,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,500,1250,3.47
2,328,3.47,30/07/2015,18/08/2015,RS,Westfalia,4323770,2940,1011/2013,16/05/2013,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,500,1250,3.47
2,328,3.47,27/07/2015,04/11/2015,RS,Sobradinho,4320701,14904,3652,04/05/2012,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,500,1250,3.47
2,336,3.33,05/08/2015,09/09/2015,RS,Santo Expedito do Sul,4317954,2494,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1200,1200,3.33
2,336,3.33,31/07/2015,18/08/2015,SC,Paial,4211876,1668,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1200,1200,3.33
2,336,3.33,30/07/2015,18/08/2015,SC,Monte Castelo,4211108,8476,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1200,1200,3.33
2,336,3.33,28/07/2015,18/08/2015,SC,Bom Jardim da Serra,4202503,4598,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1200,1200,3.33
2,336,3.33,29/07/2015,17/08/2015,SC,Campo Belo do Sul,4203402,7358,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1200,1200,3.33
2,336,3.33,27/07/2015,19/08/2015,SC,São Pedro de Alcântara,4217253,5256,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1200,1200,3.33
2,336,3.33,31/07/2015,15/10/2015,GO,Rio Quente,5218789,3828,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1200,1200,3.33
2,336,3.33,29/07/2015,30/08/2015,PE,Calçado,2603306,11179,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1200,1200,3.33
2,336,3.33,28/07/2015,17/09/2015,PB,Soledade,2516102,14569,673/2015,04/03/2015,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,500,1200,3.33
2,336,3.33,31/07/2015,01/10/2015,PE,Santa Filomena,2612554,14076,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1200,1200,3.33
2,336,3.33,03/08/2015,17/08/2015,SE,Propriá,2805703,29562,639/2013,29/05/2013,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,500,1200,3.33
2,336,3.33,05/08/2015,03/11/2015,SP,Pontes Gestal,3540309,2593,NÃO LOCALIZADO,NÃO LOCALIZADO,SIM,SIM,SEM E-SIC,700,1200,1200,3.33
2,336,3.33,03/08/2015,17/08/2015,ES,Laranja da Terra,3203163,11428,677,24/05/2013,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,300,1200,3.33
2,336,3.33,04/08/2015,08/10/2015,ES,Afonso Cláudio,3200102,32502,2020,28/12/2012,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,400,1200,3.33
2,336,3.33,28/07/2015,15/10/2015,ES,Vargem Alta,3205036,20944,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1200,1200,3.33
2,351,3.19,06/08/2015,14/10/2015,SP,Francisco Morato,3516309,166505,"004 ""G""",03/02/2014,SEM E-SIC,SEM E-SIC,SIM,200,1000,1150,3.19
2,351,3.19,31/07/2015,16/10/2015,PE,Dormentes,2605152,18126,34,16/10/2015,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,900,1150,3.19
2,351,3.19,07/08/2015,08/09/2015,RN,Olho-d'Água do Borges,2408409,4380,023/2015,01/07/2015,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,400,1150,3.19
2,351,3.19,04/08/2015,16/10/2015,MT,Nova Marilândia,5108857,3080,652,21/05/2013,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,500,1150,3.19
2,351,3.19,30/07/2015,23/09/2015,RS,Nova Prata,4313300,24785,8481,03/04/2013,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,400,1150,3.19
2,351,3.19,28/07/2015,04/11/2015,RS,Gravataí,4309209,270689,13808,18/07/2014,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,500,1150,3.19
2,357,03.06,30/07/2015,18/08/2015,RS,Pirapó,4314555,2707,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1100,1100,03.06
2,357,03.06,30/07/2015,19/08/2015,MS,Água Clara,5000203,14210,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1100,1100,03.06
2,357,03.06,03/08/2015,17/08/2015,SC,Joinville,4209102,554601,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SIM,SIM,400,1100,1100,03.06
2,357,03.06,31/07/2015,31/08/2015,PE,Jucati,2608255,11133,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1100,1100,03.06
2,357,03.06,30/07/2015,15/09/2015,PE,Condado,2604601,25632,940/2013,19/09/2013,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,400,1100,03.06
2,357,03.06,07/08/2015,18/08/2015,PB,Belém do Brejo do Cruz,2502003,7306,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SIM,SEM E-SIC,400,1100,1100,03.06
2,357,03.06,07/08/2015,20/08/2015,SP,Mirandópolis,3530102,28902,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SIM,SEM E-SIC,400,1100,1100,03.06
2,357,03.06,03/08/2015,21/08/2015,PR,Quitandinha,4121208,18257,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SIM,SIM,400,1100,1100,03.06
2,357,03.06,30/07/2015,22/09/2015,PR,Guaíra,4108809,32394,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1100,1100,03.06
2,357,03.06,28/07/2015,18/08/2015,BA,Santa Bárbara,2927507,20635,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1100,1100,03.06
2,357,03.06,31/07/2015,18/08/2015,BA,Wenceslau Guimarães,2933505,22621,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1100,1100,03.06
2,368,2.92,05/08/2015,19/08/2015,CE,Pindoretama,2310852,19975,NÃO LOCALIZADO,NÃO LOCALIZADO,NAO,SIM,SEM E-SIC,200,1050,1050,2.92
2,368,2.92,31/07/2015,21/08/2015,AM,Codajás,1301308,26242,NÃO LOCALIZADO,NÃO LOCALIZADO,NAO,NAO,SEM E-SIC,0,1050,1050,2.92
2,368,2.92,31/07/2015,06/10/2015,GO,Hidrolândia,5209705,19392,485,20/03/2014,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,500,1050,2.92
2,371,2.78,31/07/2015,21/08/2015,GO,Lagoa Santa,5212253,1406,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1000,1000,2.78
2,371,2.78,04/08/2015,15/09/2015,MT,Nova Guarita,5108808,4660,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,200,1000,1000,2.78
2,371,2.78,29/07/2015,20/08/2015,GO,Anápolis,5201108,361991,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1000,1000,2.78
2,371,2.78,17/08/2015,10/11/2015,SC,Gravatal,4206207,11148,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1000,1000,2.78
2,371,2.78,29/07/2015,17/08/2015,SC,Massaranduba,4210605,15806,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1000,1000,2.78
2,371,2.78,29/07/2015,17/08/2015,SC,Lindóia do Sul,4209854,4659,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1000,1000,2.78
2,371,2.78,29/07/2015,18/08/2015,RS,Harmonia,4309555,4557,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1000,1000,2.78
2,371,2.78,31/07/2015,20/08/2015,RS,São Jorge,4318440,2848,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1000,1000,2.78
2,371,2.78,17/08/2015,10/11/2015,RS,Paulo Bento,4314134,2291,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1000,1000,2.78
2,371,2.78,30/07/2015,17/08/2015,RS,Nova Santa Rita,4313375,25293,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1000,1000,2.78
2,371,2.78,29/07/2015,09/09/2015,RS,Liberato Salzano,4311601,5789,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1000,1000,2.78
2,371,2.78,29/07/2015,09/09/2015,RS,Montauri,4312351,1562,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1000,1000,2.78
2,371,2.78,29/07/2015,18/08/2015,RS,Independência,4310405,6682,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,200,1000,1000,2.78
2,371,2.78,29/07/2015,17/08/2015,MT,Comodoro,5103304,19294,NÃO LOCALIZADO,NÃO LOCALIZADO,NAO,NAO,SIM,200,1000,1000,2.78
2,371,2.78,30/07/2015,19/08/2015,MS,Angélica,5000856,9991,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1000,1000,2.78
2,371,2.78,29/07/2015,18/08/2015,MS,Naviraí,5005707,50692,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,200,1000,1000,2.78
2,371,2.78,29/07/2015,17/08/2015,TO,Centenário,1704105,2771,NÃO LOCALIZADO,NÃO LOCALIZADO,SEM E-SIC,SEM E-SIC,SEM E-SIC,0,1000,1000,2.78
